sqft,beds,baths,age,lot,garage,neighborhood,dist_city,price
1133,3,2,21,5674,2,B,8.98,238528
2049,2,2,5,7287,1,C,7.12,316943
2087,3,2,6,4154,1,B,2.02,388372
655,2,2,43,6414,0,A,0.8,175358
1582,3,3,49,4791,1,E,9.17,181811
963,3,3,11,4912,1,B,0.85,227469
483,2,2,43,8083,1,D,5.73,85762
2103,5,5,15,5451,1,D,4.64,322030
836,5,6,6,9090,0,D,13.4,206931
1605,1,1,0,2948,2,D,1.95,233390
1445,4,3,35,8159,0,A,9.36,334661
1467,2,2,42,1801,0,B,9.79,234112
1270,1,1,20,2188,0,A,5.88,270204
1794,3,4,36,3654,1,D,11.39,251691
840,3,3,53,4273,0,D,1.78,130391
1753,3,3,13,6668,1,E,11.82,221187
2290,5,5,3,4639,0,E,10.68,291937
1383,1,1,25,5455,0,E,12.98,163236
1603,3,3,33,6865,0,B,8.98,284615
1458,4,4,10,7558,2,C,5.28,275552
947,2,2,8,3587,0,D,5.9,157121
1880,4,3,120,1808,0,A,9.69,281229
1044,2,1,4,5589,0,C,8.34,194082
2118,2,1,7,6253,1,D,6.01,290320
1389,4,5,17,8144,1,A,8.61,366284
1170,3,2,31,8097,2,E,15.32,146385
2124,4,4,7,6784,2,D,8.4,326211
1420,2,3,2,6656,0,C,12.66,258356
1009,2,1,9,685,2,A,3.25,260895
755,2,3,51,1433,2,A,13.46,159112
1524,3,3,47,8238,1,E,7.32,176800
2146,3,3,0,4128,0,A,9.41,489337
316,2,3,51,8632,0,D,15.96,71933
1873,2,1,1,5524,0,A,12.45,416222
1414,2,2,19,8032,0,B,10.29,273442
981,1,1,20,5140,2,A,16.11,217786
1856,4,5,13,2764,0,D,9.27,280091
1839,2,3,1,7587,2,A,3.38,442956
1243,4,4,8,623,1,B,16.58,273233
2038,3,3,5,5162,2,A,10.19,455072
638,3,4,7,5459,2,A,7.92,225522
2003,3,3,35,1698,0,A,1.78,405754
710,3,3,37,1466,0,B,13.52,157506
2118,3,4,1,7962,1,E,11.53,260002
2472,3,3,22,3285,2,E,11.73,265020
1751,4,3,3,2820,2,A,12.58,418801
2187,5,4,7,2186,2,A,5.02,506557
1797,3,2,10,6191,1,B,1.98,350847
696,1,2,5,4395,1,E,22.41,105169
2212,3,4,10,2205,1,E,0.48,260074
1385,3,4,43,2681,2,A,12.55,297513
1637,3,3,11,4959,0,A,15.25,392928
1620,3,3,39,7737,1,E,7.03,187548
1342,3,2,18,2457,0,A,6.63,314614
2006,5,6,6,6482,0,A,13.9,488777
1642,5,4,56,5197,2,B,9.25,287511
1492,3,3,5,6809,0,D,19.36,232366
1238,3,3,18,5043,0,E,11.33,162675
667,3,2,51,5856,2,B,19.26,120491
1731,4,5,1,8876,0,A,16.56,441797
1962,3,2,11,6412,1,D,18.56,284385
1753,3,4,3,4201,0,E,20.09,214249
1248,5,6,26,2835,1,A,1.36,334135
300,2,3,0,3280,0,B,9.2,136379
849,3,3,8,5794,2,B,4.35,225343
1438,4,4,71,200,0,B,0.53,229496
1101,2,2,9,6613,0,C,3.03,217443
2190,4,3,57,4196,0,A,7.75,432791
2397,3,3,3,4154,2,B,7.76,438287
1743,5,5,10,5886,2,D,4.78,283545
1480,2,2,12,3694,1,A,3.4,339162
1569,3,3,10,7003,0,A,11.22,376906
1904,3,4,26,4525,1,D,15.24,259914
1924,3,3,87,6030,2,C,0.91,246678
1600,2,3,9,6876,2,E,2.17,197913
1354,5,5,3,3352,0,E,22.09,205144
1241,5,5,33,6056,1,A,13.48,322782
1754,2,2,86,3081,1,C,16.01,190528
1711,2,2,3,3761,1,E,18.38,196246
741,2,1,37,2308,1,A,18.39,167153
1081,4,4,0,2282,0,E,11.13,161412
2093,3,4,10,5942,0,E,2.75,252144
2119,2,2,42,1386,1,D,7.69,258654
1493,3,2,23,4852,2,E,0.66,189575
1596,3,2,5,4539,2,B,13.05,319858
1605,3,3,46,5290,2,C,15.8,244048
1793,4,4,21,6169,2,D,12.81,266269
1574,4,4,13,4210,2,B,18.54,321814
1362,4,3,19,6199,1,D,14.66,218567
1314,4,3,22,5322,2,D,7.49,217595
1111,2,2,3,3216,2,D,11.84,175784
1064,2,3,8,4079,2,A,20.12,270938
1110,4,4,27,1661,1,D,3.91,190746
1980,3,3,20,7211,2,D,9.32,291090
457,3,2,7,5476,0,B,11.47,161862
1532,3,3,21,3092,1,A,4.97,353817
1032,5,6,2,6407,0,E,15.48,177905
1850,3,3,3,6704,0,E,2.69,237190
1886,3,4,11,6320,2,E,20.56,230641
1610,2,1,10,5025,2,E,8.78,194517
2544,3,4,8,2417,0,E,10.01,299974
1683,5,5,39,2894,0,C,15.65,271852
1271,3,3,14,2386,0,D,8.1,203217
2031,3,3,13,7843,1,E,19.65,243125
1512,3,4,16,6810,2,E,3.92,199589
1857,2,2,38,9644,2,C,7.51,281143
926,4,4,84,6014,0,A,2.46,189538
1803,3,3,4,4009,2,C,13.71,302739
1447,5,4,12,2109,0,B,12.27,312794
2019,4,4,60,4855,1,A,14.18,393716
2253,3,4,29,5206,1,D,2.4,301880
1850,3,4,10,5427,1,E,10.09,223810
1860,2,2,7,3246,0,B,4.55,340874
1929,3,3,2,3829,2,A,11.04,448086
1727,5,5,7,5454,1,E,9.98,239614
1154,3,3,38,9228,2,A,17.77,270588
1883,3,3,69,6669,0,C,24.71,237707
1273,2,2,7,6023,2,D,7.35,196701
2207,3,2,10,6743,1,D,16.4,310476
731,2,2,40,1058,1,E,10.73,85322
340,3,3,25,2914,2,B,12.51,120554
1543,1,1,6,4107,1,E,17.87,177653
1109,3,2,63,3259,2,A,12.63,217208
1601,2,2,23,3398,0,B,11.33,285890
1290,2,2,18,5351,2,E,8.61,162694
1462,5,5,2,1382,2,E,15.7,201457
2200,4,4,10,7067,0,D,5.95,328702
1459,2,2,26,5322,1,E,11.73,176565
1381,3,3,27,3162,2,A,6.61,325065
1355,2,2,63,4936,0,E,15.83,135351
1374,2,2,4,4798,0,A,6.02,335816
2190,3,3,7,5145,0,B,17.15,393279
2099,3,4,21,4800,2,C,5.34,322755
1345,4,4,8,3636,2,E,9.81,186206
1758,2,2,16,2879,2,C,17.96,261241
1145,3,4,22,3961,2,A,6.17,297786
1168,3,3,35,8844,2,E,15.86,145469
945,3,3,40,5217,1,A,3.45,242549
1273,4,5,21,7728,1,C,16.93,232844
1841,4,5,30,6442,1,B,3.07,344511
1864,3,4,63,6867,2,B,3.29,304554
815,3,3,12,4505,1,A,10.72,244575
1089,2,3,2,7729,1,A,14.19,296626
1219,4,3,14,5249,1,C,6.55,225633
1071,3,4,70,6073,1,C,10.19,160060
2001,5,5,114,7922,2,D,15.75,216961
1561,2,3,5,6993,0,B,11.58,310655
1546,3,3,7,5771,2,B,11.31,301156
1130,5,4,9,5558,0,E,13.72,168303
1255,2,2,10,7678,1,A,14.3,313802
1607,2,2,11,4588,1,A,17.22,362043
865,3,4,12,7039,1,A,5.03,262804
1521,3,3,35,5858,2,D,16.74,205874
1451,4,4,27,4983,2,D,6.72,225367
1588,3,3,36,4547,0,A,9.29,340994
1594,2,2,32,6539,1,C,7.04,251708
1692,4,4,13,5009,2,A,17.97,413937
1065,5,5,1,6296,2,C,13.35,247264
997,3,4,18,5810,2,B,12.69,229564
1676,3,2,69,2577,0,C,5.18,215767
1423,2,1,35,11447,1,D,14.65,193942
1457,2,2,1,4229,1,E,10.7,190105
622,2,1,11,4258,2,D,12.43,114236
1396,5,5,10,1388,1,E,15.76,191501
1873,3,3,1,4333,1,E,10.05,240432
1548,1,1,73,5069,1,A,25.97,233571
1768,2,2,4,5054,0,C,0.27,291344
1964,2,2,23,4529,2,C,14.15,278989
3169,3,3,8,5253,2,B,11.94,540310
1998,2,1,17,3972,2,A,5.58,410084
959,3,2,26,7678,2,E,17.02,140370
1237,3,3,10,6071,0,E,0.84,180714
1281,3,2,28,4448,1,B,6.47,249226
1213,3,3,82,7364,0,E,8.36,127519
756,4,4,6,6252,2,A,5.22,277870
1323,2,2,28,7034,2,C,22.22,211364
1611,3,3,7,9554,1,B,16.96,321478
2490,3,3,1,7164,2,A,5.06,557217
768,5,5,10,3926,2,E,10.55,141706
1215,4,4,22,4556,2,C,6.89,227444
906,3,3,49,3472,1,C,9.43,154737
1668,5,5,4,7121,2,D,6.71,286795
1503,1,1,49,200,0,D,12.37,162083
1455,3,2,11,3871,2,D,12.29,223879
1921,4,5,0,7594,0,A,11.28,471800
1363,5,5,9,1592,0,C,9.07,270703
1772,3,3,29,2742,2,C,4.94,279849
890,3,3,61,7986,0,C,14.06,142171
856,1,1,6,6337,0,D,8.85,156454
1920,4,5,19,5830,2,D,6.68,299406
1579,1,1,38,3484,0,B,24.83,229449
492,2,2,22,5492,2,B,8.73,136937
1965,3,3,19,5158,0,A,8.45,426474
1382,4,4,18,3166,0,D,7.65,221824
1822,5,5,2,7205,2,A,3.93,482000
1910,3,3,23,9048,0,D,6.33,271392
2407,4,5,23,7791,0,E,3.53,295933
1807,3,2,7,3237,0,E,9.1,225098
1534,4,4,57,5528,2,A,22.59,316234
1888,2,2,16,2223,1,A,11.55,387642
1291,2,3,57,8057,0,B,13.88,210770
1030,3,3,10,7549,2,E,8.94,157163
580,2,1,44,3247,2,C,14.48,86536
813,3,3,88,6879,0,A,3.34,149973
1438,4,3,9,6955,0,E,12.07,193822
1687,3,4,15,8794,2,A,6.82,410310
1853,4,3,46,6230,0,D,1.64,260433
1465,2,2,67,3602,1,E,5.65,147811
652,3,3,27,8455,2,C,14.28,153421
2059,2,1,9,5148,2,E,7.62,233327
1924,3,3,4,5219,1,B,10.52,371913
804,2,2,12,7589,0,C,2.4,177334
300,4,5,10,4345,0,B,8.16,153096
1341,3,3,3,6444,0,C,8.2,247808
1236,2,1,0,5103,0,C,6.39,215666
2334,3,3,8,7260,0,E,19.94,275158
1588,3,3,106,5470,2,D,12.67,153300
791,5,4,25,6063,2,E,12.56,137301
1382,1,1,37,5892,0,E,21.29,141814
1562,3,2,5,3828,0,A,22.88,365152
300,4,5,57,10358,0,C,1.68,98199
988,1,1,21,8560,0,A,10.25,245318
1627,2,2,0,2917,2,D,9.31,251767
1497,2,1,42,4926,0,B,4.45,256272
1226,2,3,63,7139,2,A,13.4,240359
999,3,3,4,7479,1,D,12.48,188916
1849,1,1,14,5563,0,B,6.31,314633
854,2,2,39,3752,1,C,6.66,145460
1490,3,3,4,7474,2,A,18.34,381131
1013,4,5,8,3267,2,B,7.97,245675
2399,3,3,15,2109,0,C,13.3,356302
1104,3,4,32,3769,0,B,11.01,214247
1852,3,3,2,7040,2,B,13.81,357750
654,4,4,6,2787,0,E,1.46,121929
2094,2,2,37,6438,0,D,1.7,262556
1465,3,3,0,5078,0,B,7.59,306627
1162,2,3,56,200,1,B,8.74,180860
1036,4,3,4,4556,2,B,12.46,257242
1126,3,3,18,5093,1,E,7.41,149698
1416,2,1,50,4116,1,D,5.82,169757
1815,3,3,21,8096,1,C,9.4,301623
827,4,4,4,7678,0,B,6.45,245355
1180,5,5,30,4228,2,A,5.34,323345
723,2,2,17,6750,0,B,13.5,178533
1447,5,4,13,7006,2,D,16.94,243604
1898,4,5,2,6414,1,A,17.53,463244
1934,2,1,21,6987,2,E,9.59,226960
496,2,2,30,1565,1,C,7.05,108192
1980,2,2,37,6948,2,A,4.12,404449
1945,2,2,2,7654,2,D,19.93,271159
2074,5,6,70,4030,1,C,12.74,300313
970,3,3,9,2795,1,D,17.09,175846
1438,2,2,19,3746,0,E,14.83,171389
985,4,3,3,10496,2,B,13.37,261523
1835,3,3,19,4365,2,E,0.45,221784
654,4,3,34,7115,1,A,8.05,200535
1266,3,3,4,5032,2,C,8.78,232284
2022,2,2,3,8883,1,A,15.35,459889
1711,3,4,7,2979,1,D,0.91,264336
1262,3,4,22,5215,2,C,11.58,224300
1620,3,2,42,5627,0,B,10.77,267408
1479,2,2,44,7533,1,B,12.77,243899
439,1,1,19,7296,0,E,14.98,79130
1249,2,2,34,5753,2,A,16.36,270910
1669,4,4,1,9031,0,E,0.7,234998
1609,1,2,33,4244,0,C,10.95,223927
862,1,1,39,5016,2,A,15.33,175556
315,2,3,0,6054,1,D,6.24,119680
1529,3,3,35,7276,1,E,16.19,171117
1834,3,3,30,4347,1,C,2.39,274818
1499,3,3,0,3608,1,D,13.14,243620
1117,2,1,54,4292,0,A,7.62,226117
1318,4,5,5,10004,1,E,7.83,198946
919,2,2,11,6612,2,B,12.97,204947
1493,3,2,3,4738,2,B,13.07,301319
1638,5,5,37,7034,1,B,7.58,325798
1328,3,2,5,4511,0,C,22.68,227693
2053,2,1,8,4582,0,B,1.44,360984
1061,5,6,31,200,2,C,18.33,210051
1892,3,3,3,6090,0,B,9.23,369707
2112,3,3,3,7128,0,C,7.53,341250
543,2,2,23,3151,1,E,15.97,87485
1481,3,2,13,5791,1,C,10.42,255988
2335,2,1,137,6953,2,A,3.18,323641
2326,2,2,68,5875,1,D,7.63,262855
1161,4,4,36,4833,1,A,10.72,287088
2189,3,3,10,3178,1,C,8.58,348694
1607,3,3,67,3243,2,E,10.09,166935
1831,1,1,22,5093,2,A,7.61,371823
1309,4,4,12,4916,0,E,4.42,196984
1769,5,5,15,5606,0,E,0.91,241539
1369,2,2,13,2490,2,D,8.51,210229
1575,3,3,18,7942,1,B,3.96,307935
1840,4,3,6,6003,1,B,4.59,368582
987,3,3,4,3602,0,A,0.98,298269
1501,5,4,27,4581,2,A,4.69,381703
1229,3,3,17,5466,2,C,11.81,225653
1249,3,3,1,7822,1,B,12.39,288406
1807,2,1,29,6792,2,A,0.12,382738
1655,4,4,35,5612,1,B,8.64,301436
1063,5,5,27,4601,1,C,10.44,206241
2099,3,2,47,3983,0,C,7.7,291043
1016,2,2,0,5752,2,C,11.24,196246
631,4,5,21,1027,0,B,9.39,179765
1512,3,4,7,5070,0,D,6.76,238666
1525,1,1,5,2609,1,D,20.38,208259
2105,1,1,36,8252,1,E,6.04,222585
1185,3,2,20,7572,0,E,17.7,159174
1347,3,2,5,7306,1,B,4.47,294680
1417,5,4,0,4999,0,A,5.2,387593
2006,5,5,12,7072,0,E,11.15,261055
1795,2,2,30,6637,2,A,15.65,363156
1365,5,4,43,5270,2,C,2.27,229945
1469,4,3,59,6287,2,D,0.56,205363
1426,3,3,66,6056,2,E,17.12,148530
1539,4,4,45,7663,0,D,18.98,218792
612,4,5,18,3557,0,E,10.07,112074
1334,2,3,9,2455,0,E,6.88,174565
869,3,3,28,5795,0,C,2.51,173480
1323,4,4,35,6255,1,C,15.13,225239
1721,2,2,14,1412,0,C,17.23,270220
1041,2,3,14,5775,1,C,14.73,189971
1711,3,3,20,6316,2,B,13.62,316824
548,3,2,19,5680,0,E,7.7,104586
1357,4,4,0,4929,2,C,12.41,271488
1076,4,4,9,8715,2,E,9.76,177647
1287,3,3,11,2929,0,E,0.55,185942
1753,3,2,25,3228,0,B,9.45,300154
1788,2,3,55,4268,2,E,13.89,182997
1523,3,4,51,2893,2,E,13.03,170269
1232,4,4,15,5114,0,D,14.92,217129
1690,2,1,2,6663,2,C,1.13,277368
1706,2,2,43,5867,1,C,3.54,254638
671,5,4,55,6794,0,C,1.32,151737
863,5,4,19,5169,2,D,11.59,179229
1718,3,3,28,6891,1,A,3.85,392385
2118,3,3,4,1953,1,B,7.64,389685
1361,4,3,7,5518,1,D,6.06,235516
1797,2,1,1,6503,0,B,16.07,332066
1502,5,5,15,4655,1,D,16.2,250670
823,2,2,10,4725,1,A,8.06,238977
1592,5,5,12,3182,2,C,10.54,280866
2015,1,1,21,6368,0,D,4.12,261581
1435,3,3,22,3220,2,C,14.62,234969
1585,3,3,18,509,0,D,19.91,224642
1779,3,2,14,5268,1,B,11.7,320140
1361,3,3,47,3940,2,C,21.12,192929
1427,2,2,53,6621,1,C,10.32,198810
1240,4,5,3,3887,2,A,8.32,360601
1216,1,1,8,3760,0,B,9.26,224488
1591,1,1,11,8495,1,C,17.43,250048
1901,2,1,31,4373,0,B,3.4,319313
1729,2,2,65,9551,0,C,11.34,233352
2438,5,4,19,6201,2,D,20.34,348454
1527,2,2,7,6119,0,C,11.91,264163
1117,1,1,11,3617,1,B,0.5,215447
1824,2,2,9,4852,1,E,2.64,221957
1583,2,2,7,5541,1,B,12.55,298817
2174,5,5,12,5132,0,A,19.19,504001
2578,3,4,14,2041,1,A,5.11,536272
1703,4,5,14,2572,0,B,7.34,335735
1581,3,2,26,1433,0,B,10.6,271444
1071,3,3,24,7203,1,D,11.87,188194
426,2,1,21,3226,1,A,13.05,133585
1780,3,2,1,5239,2,B,13.26,350932
1709,4,4,13,4682,2,A,20.81,397759
1345,4,5,31,5060,2,E,4.48,185000
1639,3,3,37,3253,0,A,5.32,351929
1241,3,3,28,3576,2,D,12.75,196759
1820,2,1,9,6068,2,D,13.3,258969
857,5,5,9,5556,1,B,15.38,244483
1489,3,3,0,2732,2,A,17.09,372295
1477,3,3,11,8952,2,A,21.15,368592
1173,5,5,22,2539,2,A,5.93,314786
2125,1,1,0,5554,0,C,18.75,327563
1851,1,1,49,200,2,C,13.88,220856
996,1,1,14,3599,1,E,22.36,129138
1275,3,2,0,7360,2,D,17.99,216680
1889,4,3,43,6079,2,D,4.45,250731
1149,3,3,28,4053,0,A,15.89,276398
1599,4,5,1,5865,1,A,0.12,426694
1952,2,2,0,2828,0,C,11.94,302465
1743,2,2,12,4914,1,C,12.81,281648
1888,5,5,0,7978,2,C,9.3,354687
2154,3,4,9,4857,0,B,10.04,393819
1349,5,5,26,5215,0,E,14.74,188620
1840,5,5,59,200,0,C,1.23,264633
1634,3,3,9,3157,2,D,8.99,249043
2674,2,1,55,4886,2,C,18.75,332123
1709,2,2,28,6143,1,B,12.19,290369
1460,4,4,13,6040,2,D,21.75,243243
1489,3,3,25,8499,0,A,13.83,350313
847,3,2,14,2408,0,D,10.14,148502
816,3,4,8,8173,1,C,14.71,181648
749,2,3,36,7260,2,D,7.95,119886
1360,3,3,4,5511,2,A,4.68,365426
611,3,3,45,5821,1,C,5.52,121463
654,3,4,7,7497,1,C,9.84,172597
787,2,2,16,6526,2,D,10.95,151165
1153,3,4,15,7361,0,D,15.49,205377
1741,3,4,26,5233,0,C,7.29,273585
2431,2,2,2,10089,1,C,22.59,364218
1914,3,3,8,7009,1,E,18.8,228634
985,2,3,34,2620,2,D,17.16,152516
2068,3,3,7,2076,2,E,11.08,240278
851,2,2,44,6653,1,C,4.97,134650
2084,1,1,23,4535,2,E,3.03,228646
1065,3,3,22,7011,1,E,13.68,156639
1099,2,2,28,5533,0,B,18.93,199324
796,3,3,32,1653,0,A,24.59,201313
1459,4,4,11,4293,2,E,20.64,193883
1725,2,2,17,3302,1,D,0.38,248035
1577,3,3,8,281,0,D,9.56,243621
1321,3,4,22,3314,1,D,0.23,202643
1494,3,3,7,3642,1,B,12.6,305939
1767,3,3,0,7404,0,C,5.98,311461
750,3,4,35,5413,0,A,22.91,211684
2343,2,3,13,2834,1,B,10.15,397889
1684,3,3,8,5479,1,B,3.41,328604
1321,3,2,17,2979,0,E,14.71,168288
1246,5,6,33,2701,1,E,12.52,176120
993,1,1,93,7164,0,D,19.2,92324
1548,3,4,10,6630,2,B,2.61,318261
876,3,2,20,2276,0,C,3.25,176505
711,2,3,26,4940,0,D,1.44,141324
1077,2,1,30,1778,1,D,9.13,144638
1626,3,3,36,8074,1,D,13.48,224379
2343,2,2,34,4531,0,C,18.51,326811
1454,4,3,0,5150,1,D,14.41,251503
403,3,4,11,4522,1,D,7.77,109949
1222,1,2,31,7205,2,A,7.14,263445
2437,3,3,8,2223,2,D,13.75,334899
2019,2,2,1,6425,2,E,11.92,241224
1727,3,2,55,3133,1,C,2.26,230184
1763,5,5,52,5293,2,D,10.87,256251
1481,2,1,19,2237,2,B,7.62,264548
1056,3,3,2,200,0,B,13.01,232343
2042,3,3,0,2534,1,D,13.97,291526
1618,3,3,7,5672,1,A,6.23,399018
983,3,3,1,3919,2,E,6.79,156200
1273,2,2,7,4909,1,C,13.83,227383
1143,5,4,14,5240,0,E,8.77,169233
1669,4,3,38,7336,0,C,15.06,266503
1105,3,2,9,4616,0,C,3.62,209932
1269,4,5,6,6571,2,A,7.69,353884
2393,3,4,57,2464,1,E,14.44,237922
1661,2,2,48,3890,1,E,17.57,171064
922,2,1,35,6723,0,E,15.2,122461
1017,5,4,4,5145,1,E,17.36,169730
1815,1,1,1,4736,1,A,3.23,400543
1744,3,3,1,5694,1,E,15.89,215228
2165,1,1,12,5442,2,B,0.19,373525
2019,5,6,0,4925,0,B,13.42,422738
1813,2,2,9,4867,1,A,13.99,406641
1091,3,3,14,3450,0,A,10.5,280249
1903,3,3,20,5946,1,B,6.05,351108
1904,3,3,0,5826,1,D,6.42,286690
1166,4,4,17,3442,0,C,16.2,219565
798,2,3,2,4541,1,B,0.2,217363
1979,5,5,6,5932,1,A,2.99,492590
1140,3,3,6,5000,0,E,10.28,169558
1152,2,2,16,1298,1,D,22.91,162439
2074,2,2,70,4734,0,A,6.16,371577
2513,2,2,122,4248,2,C,9.31,250759
1281,3,3,15,6423,0,B,17.72,268301
1114,1,1,1,7691,2,B,14.15,236400
1420,2,1,2,5768,0,A,6.16,344411
2050,2,2,2,4584,0,A,7.95,443638
2284,5,4,16,4251,2,C,6.97,369110
1732,5,6,3,5759,2,C,9.51,315984
1703,1,1,14,4980,0,D,11.96,225969
2065,5,6,9,5111,0,A,2.39,504162
1918,3,3,0,6348,1,A,8.65,450464
1844,3,3,4,4452,1,C,10.37,312106
898,3,3,5,3923,0,C,6.55,192563
1920,3,3,34,3906,1,D,6.07,255529
1592,2,2,29,4418,2,E,6.21,173562
2119,4,4,1,5067,2,C,0.87,355717
1452,5,5,17,4599,0,E,12.99,200468
1506,2,2,20,3518,2,B,11.17,264315
2004,1,1,26,1424,0,B,13.41,306562
1436,3,3,1,4724,0,A,17.92,358532
1837,3,3,0,8539,2,C,12.3,312457
1435,3,4,3,6861,0,A,10.28,371909
1673,4,4,12,3704,2,A,1.76,402772
1813,4,4,6,5372,1,D,18.09,279006
2239,2,2,1,6015,0,B,15.19,396133
2061,2,2,12,4804,1,C,10.83,309085
1936,3,3,15,4542,0,E,12.05,237806
2069,2,1,23,6089,0,D,8.56,278219
1701,3,3,12,8098,2,A,10.71,404578
1216,3,3,50,8635,2,E,5.74,141465
1680,5,4,21,3981,1,E,9.62,215648
1149,3,2,40,4374,0,B,11.71,212772
1877,4,4,17,973,1,D,5.42,275924
556,5,5,3,6448,0,C,6.73,191422
990,2,2,0,2924,0,A,10.85,270910
1013,2,2,17,7685,2,B,2.54,217525
1448,3,3,9,7589,1,A,2.71,366870
1225,4,4,1,3255,1,D,13.51,225632
970,4,5,51,6658,1,E,8.94,130059
2369,4,5,3,4070,2,D,4.63,340762
851,2,3,15,5635,0,D,9.84,144656
1217,4,3,8,5484,1,B,8.38,273480
1860,3,3,7,2014,0,C,10.99,292064
1461,1,1,52,4685,2,A,6.7,273421
1543,3,2,7,5589,2,B,1.63,314077
1295,2,2,25,4435,1,C,8.32,207309
1105,4,4,0,6813,1,D,13.63,212879
933,3,4,0,4005,1,C,10.58,214336
2142,4,4,0,7422,0,D,11.93,323726
1914,2,3,1,4023,2,A,9.73,436515
1366,4,3,42,6409,2,B,11.38,247787
1647,5,6,15,2285,2,B,4.81,338736
2315,4,3,4,7693,1,C,9.63,371025
1837,3,3,4,6181,2,D,12.75,269484
1648,3,4,20,6160,1,C,10.3,275975
1661,3,3,13,4714,1,C,17.59,270560
1489,4,3,22,3976,2,B,19.43,293672
1245,2,3,54,5108,0,C,8.74,189040
2249,5,5,11,4848,2,D,0.77,346816
1080,3,3,35,8816,2,E,8.81,152925
300,2,2,34,2165,1,A,9.12,111020
1317,3,3,51,2422,1,E,12.96,152045
1682,3,3,12,8196,0,B,19.84,321250
936,4,3,54,6749,1,A,13.38,228392
1736,3,3,6,9791,2,E,11.57,218768
320,3,3,83,5363,1,C,11.84,41472
1812,5,6,73,6850,1,B,23.83,308709
2026,4,4,14,3305,0,E,11.85,248105
1916,4,3,4,2425,2,E,4.5,239766
1031,5,4,8,1646,1,D,22.13,199496
671,4,5,90,6721,2,C,9.18,107722
1252,2,1,22,3424,0,E,15.88,138675
1030,3,3,14,5515,2,A,13.73,282434
1726,4,4,54,9841,1,A,15.68,363403
1759,2,2,11,6422,0,D,1.64,251439
1973,4,5,10,5467,1,C,4.5,334471
1710,3,4,16,5005,2,D,13.27,249277
1656,4,3,47,4240,0,A,4.42,360495
1275,3,3,51,6163,2,E,6.25,141753
613,3,3,20,2623,0,A,7.29,187755
1081,3,4,42,4388,1,B,7.66,205155
1094,2,3,15,3348,1,B,12.29,224891
1400,4,3,23,4484,1,C,4.42,251275
1598,3,2,42,5213,1,B,21.53,268103
1098,3,4,23,4066,0,D,17.35,168741
1295,3,2,28,4666,1,B,9.33,238501
1382,2,2,69,1923,2,B,11.02,186460
1035,3,3,3,2260,0,B,1.44,239559
2029,5,6,10,4091,1,B,6.35,396480
1755,3,3,8,6454,0,E,12.18,227393
1746,4,3,24,5057,2,A,13.98,394649
1371,4,4,0,7526,1,D,14.04,246234
1147,5,6,54,5605,2,C,8.02,197778
1442,3,4,4,5561,1,B,10.19,296782
1359,2,2,31,4970,2,E,3.45,168532
1397,3,3,7,8192,2,E,5.84,185749
1664,4,5,27,5944,2,C,11.79,282107
1581,3,3,35,7868,2,B,15.69,276493
1268,2,1,2,6021,2,A,8.63,314965
2093,2,2,11,3656,1,A,7.44,438495
1556,3,3,0,4965,0,C,6.09,278869
1932,3,3,13,7514,0,B,15.57,362697
1497,4,4,3,4508,2,D,3.66,249205
1652,4,5,1,3127,0,D,5.3,274186
2168,3,2,12,6876,1,D,19.69,307925
1721,2,3,6,3395,0,E,3.82,211498
919,2,3,60,5837,0,D,2.54,123155
2241,3,3,9,6513,2,E,9.32,263712
2435,4,4,9,3540,0,E,9.26,297250
1709,4,4,26,3563,2,B,7.77,322072
1745,3,3,7,4940,0,E,5.36,213576
1452,3,4,1,2198,2,A,9.83,372286
2041,3,4,4,9763,0,A,14.77,486107
1044,1,1,0,4513,2,B,8.74,220632
655,3,4,1,6062,1,D,14.21,163656
1615,3,3,2,5071,2,D,11.02,244885
1571,4,5,9,5548,0,B,11.0,334829
1276,5,4,96,5950,2,D,5.86,147284
1099,4,4,24,6851,0,C,4.49,214949
1581,4,4,0,6422,2,E,16.3,222313
1624,2,2,12,1066,0,A,8.11,354512
1852,3,2,3,3594,2,C,4.23,300733
443,5,5,8,5258,1,B,9.33,181536
2522,5,6,37,3977,0,A,12.05,526570
1306,3,4,14,6679,0,B,16.02,275050
1192,4,4,0,2811,1,C,11.57,241387
1798,2,2,27,7526,1,B,13.98,316223
1565,4,5,20,3340,0,E,6.7,210348
864,4,4,2,4793,2,B,0.3,248949
1736,3,3,52,7411,0,A,9.75,353621
2569,4,4,7,7767,1,A,17.95,569769
498,3,3,20,4959,2,A,5.1,181241
1172,3,3,42,4525,2,E,12.11,142991
1212,3,3,1,7537,1,A,5.02,340547
1696,3,2,0,7110,0,B,17.67,338894
2132,5,6,45,6909,1,B,2.62,389676
925,2,2,9,5886,1,B,15.81,204268
870,3,3,3,5163,2,B,14.18,217548
1528,3,3,50,1128,0,E,20.09,155274
967,2,2,31,4356,1,D,9.93,142749
1733,4,3,37,7772,0,D,14.89,249512
1431,4,3,3,5712,2,E,4.61,205108
1868,3,2,4,1907,2,C,20.29,302122
1821,2,3,7,4231,1,B,13.71,334323
1737,3,4,14,6681,0,B,9.92,331347
2202,2,2,1,801,1,E,15.76,256114
1207,2,2,20,2951,0,B,15.22,223867
2031,3,2,0,5519,2,B,8.61,378628
657,2,1,6,3419,0,A,14.25,208437
1199,3,4,5,3980,0,E,9.04,166199
